N,q,q_b,eps_ref,nu,dA,cc_pct
32,10.0,2.0000000000000004,0.12,0.9026794629010019,0.8629081267061023,0.12752247600108704
32,15.0,3.0000000000000004,0.04,0.883779525366232,0.19172572704807156,0.08892057480203634
32,15.0,3.0000000000000004,0.06,0.8951047023748555,0.2874374278746454,0.08892057480203634
32,15.0,3.0000000000000004,0.08,0.9054897014965124,0.38607434424913545,0.08892057480203634
32,15.0,3.0000000000000004,0.1,0.9155223130422941,0.48781055209310675,0.08892057480203634
32,15.0,3.0000000000000004,0.12,0.9253918039677843,0.5928553259791705,0.08892057480203634
32,20.0,4.000000000000001,0.04,0.8949180411999074,0.14592623596842152,0.06824965709196977
32,20.0,4.000000000000001,0.06,0.9063455651074227,0.2187853220759169,0.06824965709196977
32,20.0,4.000000000000001,0.08,0.9169112502630252,0.29391301701595246,0.06824965709196977
32,20.0,4.000000000000001,0.1,0.9271602597951234,0.37144502662333745,0.06824965709196977
32,20.0,4.000000000000001,0.12,0.937267117543053,0.4515442992778834,0.06824965709196977
32,30.0,6.000000000000001,0.04,0.906393147991719,0.09874637470794217,0.04658207010032621
32,30.0,6.000000000000001,0.06,0.9179231374508899,0.1480597437337151,0.04658207010032621
32,30.0,6.000000000000001,0.08,0.9286777826916106,0.19893613195346044,0.04658207010032621
32,30.0,6.000000000000001,0.1,0.9391538179859318,0.25147105045000423,0.04658207010032621
32,30.0,6.000000000000001,0.12,0.9495100993530732,0.30577757999297184,0.04658207010032621
32,50.0,10.000000000000002,0.04,0.9158230089265474,0.05997259814716065,0.028490228985878482
32,50.0,10.000000000000002,0.06,0.9274378532874894,0.08992254650830096,0.028490228985878482
32,50.0,10.000000000000002,0.08,0.9383500996787922,0.12083907611886238,0.028490228985878482
32,50.0,10.000000000000002,0.1,0.949015867492015,0.15277878652524446,0.028490228985878482
32,50.0,10.000000000000002,0.12,0.9595809103769313,0.1858115790195457,0.028490228985878482
48,0.05,0.010000000000000002,0.04,0.16371496263685306,3.138062130287901,1.041925737230297
48,0.05,0.010000000000000002,0.06,0.16881048464866455,4.692012283965745,1.041925737230297
48,0.05,0.010000000000000002,0.08,0.17290239549334244,6.240165474764799,1.041925737230297
